Kalimat,Formalitas
oh jd ion lbh kuat,0
oh jadi ion lebih kuat,1
tp gw sengaja jelasin belakangan,0
tapi saya sengaja untuk menjelaskannya belakangan,1
itu aja udh salah ngomong brp kali,0
itu saja sudah salah mengucapkan berapa kali,1
tp dikejar sama si ibu,0
tapi dikejar oleh ibu itu,1
pdhl kel lu udh kel deewa,0
padalah kelompok kamu sudah kelompok dewa,1
bereaksi sama sembarang garam ga mau,0
tidak mau bereaksi dengan sembarang garam,1
gw ga jawab karena ketolong bel,0
saya tidak menjawabnya karena tertolong oleh bel,1
blm ada murid laen berani nanya,0
belum ada murid lain yang berani bertanya,1
tp efeknya yg nanya si ibu dua kali,0
efeknya adalah yang nanya ,1
dia jg ga kasi kuota pertanyaan buat kel gw,0
dia juga tidak memberikan kuota pertanyaan untuk kelompok saya,1
atau nyebut berapa kali dia mau nanya itu jg kaga,0
atau menyebutkan beberapa kali dia mau bertanya itu juga tidak,1
lu balik dr gereja jem segini,0
kamu balik dari gereja jam segini,1
gw baru tau anthony ipa segereja sama gw,0
saya baru tahu bahwa anthony jurusan ipa satu gereja dengan saya,1
cerita lengkap dirahasiakan aja dah,0
cerita lengkap dirahasiakan saja ,1
beri dia nasi bungkus gan,0
berikan dia nasi bungkus pak,1
un di indo begini gw dukung,0
un di indonesia jika begitu saya akan mendukungnya,1
kls lu periksa bio y,0
kelas kamu memeriksa biologi yah,1
ah saya aja bisa salah udh dibilang mujizat,0
saya saja bisa bersalah udah dibilang mujizat,1
lu gk ngasih tau sih klo lu yg koreksi,0
kamu tidak perlu memberitahukan jika kamu yang mengoreksi,1
abisny dr td gabs jawab,0
habisnya dari tadi tidak bisa jawab,1
pdhl cara jelasinnya hrs dipisah per kata kok gw jd gregetan si,0
padalah cara menjelaskannya harus dipisah per kata dan mengapa saya menjadi gregetan6,1
pdhl gw udh jawabin itu buat mereka,0
padalah saya sudah jawabkan itu untuk mereka,1
mereka samperin gw kan pas isti,0
mereka menemui saya ketika istirahat,1
gw pikir mau review materi jd bbrp pertanyaannya gw jawabin,0
saya berpikir mau meninjau ulang materi jadi beberapa pertanyaannya saya sudah jawabkan,1
yah sudahlah kamis lanjut dong atau disuruh ulang,0
sudahlah kamis lanjut atau disuruh ulang,1
menurut gue dia aja g ngrt sm prtnyan nya,0
menurut gue dia aja yang tidak mengerti dengan pertanyaan saya,1
jd kt ibu perlu refrensi lain,0
jadi kata ibu perlu referensi lain,1
awlalnya pas gw msh proses bikin ppt,0
awalnya ketika saya masih proses membuat powerpoint,1
dan trnyt gw melenceng jauh,0
dan ternyata saya melenceng jauh,1
mkanya d komen abis deh,0
makanya dikomen habis,1
mumgkin karena mereka gbs jelasin itu mereka ga masukin,0
mungkin karena mereka tidak bisa menjelaskan mengapa mereka tidak memasukkannya,1
tp yg jelas kasian de,0
tapi yang jelas kasihan,1
penilaian gw terhadap orang negro tidak buruk juga,0
penilaian saya terhadap orang negro tidak buruk juga,1
kita mah yg penting volume kenceng,0
kita yang penting volume suara kencang,1
tpi alkali tanah kita jason tetep diomelin,0
tapi alkali tanah kita jason tetap diomelin,1
tapi gw sama nico cuma bisa ambil positifnya meskipun gk jawab pun,0
tapi saya dengan nico cuma bisa mengambil positifnya meskipun tidak menjawab pun,1
penjelasan gw sama nico itu sudah sangat jelas sampai gk ada pertanyaan,0
penjelasan saya dengan nico itu sudah sangat jelas hingga tidak ada pertanyaan,1
penyebab kemacetan dibilang karena pejalan kaki,0
penyebab kemacetan dikarenakan pejalan kaki,1
gk bakal msk gerbang juga,0
tidak bakal masuk gerbang juga,1
gua liat bbrp hari ini berita soal ui banyak,0
saya lihat beberapa hari ini berita soal UI banyak,1
pokoknya tolong ya klo udh sampe rumah,0
pokoknya tolong yah jika sudah sampai rumah,1
ingatlah teman mu ini yg selalu kesusahan dlm mat,0
ingatlah temenmu ini yang selalu kesusahan dalam matematika,1
bu sugi marahnya mantep ya derry,0
ibu sugi ketika marah mantap juga,1
dr kel charlie ud amburegul,0
dari kelompok charlie sudah amburadul,1
undur trus grgr banyak kendala kan,0
undur terus gara-gara banyak kendala,1
laptop nya jg g mendukung,0
laptopnya juga tidak mendukung,1
smpe skrg gbs jwb apa apa,0
sampai sekarang tidak bisa menjawab apa-apa,1
kl gabs jwb gt mending gausa presentasi lah,0
jika tidak bisa menjawab mending tidak perlu presentasi,1
laptop pd ada tp gaada buat colokan proyektor,0
laptop pada ada tetapi tidak ada untuk stop kontak proyektor,1
knp gk minjem kelas gw,0
kenapa tidak pinjam kelas saya,1
jd gw mencoba mengurangi tensi di kelas dgn berusaha seatentif mungkin,0
jadi saya mencoba untuk mengurangi tensi di kelas dengan berusaha seatentif mungkin,1
itu presentasi dilanjutin ampe kelar,0
itu presentasi dilanjutkan sampai kelar,1
walaupun gua ga tertarik gua buka semua yg gw tau,0
walaupun saya tidak tertarik tetapi saya membuka semua yang saya tahu,1
seengganya biar mood si ibu turun,0
setidaknya agar mood si ibu turun,1
kaca kan materi terkuat secara kimia,0
kaca merupakan materi terkuat secara kimia,1
yg baik dan benar gmn,0
yang baik dan benar bagaimana,1
tangan kanan gw gk bisa bertugas dgn baik,0
tangan kanan saya tidak bisa bertugas dengan baik,1
rendem di air dingin pak,0
rendam di air dingin pak,1
atau latihan tgn kiri dikit,0
atau latihan dengan tangan kiri sedikit,1
lu bljr tulis angka aja,0
kamu belajar menulis angka saja,1
kan program linier ada grafik,0
program linier ada grafiknya,1
gw nulis angka gmn jir,0
gue nulis angka yang bagaimana,1
kls gw sama jason bsk,0
kelas saya dengan jason besok,1
makanya nulisnya pasti agak lama,0
makanya tulisnya pasti lebih lama,1
apalagi klo soalnya disuruh gambar grafik dlu,0
apalagi jika soalnya disuruh gambar grafik terlebih dahulu,1
dia terlihat lebih cantik saat jd mantan,0
dia terlihat lebih cantik saat menjadi mantan,1
dia terlihat lebih cantik karena efek editan kamera,0
dia terlihat lebih cantik karena efek edit kamera,1
sebelum dia potong rambut dia teror gw,0
sebelum dia memotong rambutnya dia meneror saya,1
jadi virus macam tuh gk mempan,0
jadi virus macam itu tidak mempan,1
saya tak paham maksudnya dia ngomong begitu itu apa,0
saya tidak paham maksudnya dia mengatakan itu apa,1
kode kalo dia itu pamer kecantikan,0
kode jika dia itu memamerkan kecantikan,1
cowo gendeng gt aja ga peka,0
cowok bodoh gitu saja tidak peka,1
aku kan gk pernah peka,0
saya tidak pernah peka,1
saya ngungsi ke rmh lu ya jason,0
saya mengungsi ke rumah kamu jason,1
bentaran lg dong pak,0
sebentar lagi pak,1
tar gw bilang otw ketika gw udh keluar dari mall,0
nanti saya mengucapkan otw ketika saya sudah keluar dari mall,1
lu tau ga baju item tu panas,0
apakah kamu tahu baju hitam itu panas,1
kan ga d bwh terik matahari dodol,0
kan tidak dibawah terik matahari ,1
lampunya jg bkn lampu uv,0
lampunya juga bukan lampu UV,1
kena kalor dr hasil pergerakan tubuh,0
dikenai kalor dari hasil pergerakan tubuh,1
itu dr thn lalu ya,0
itu dari tahun lalu yah,1
tp gw ud mo balik juga,0
tetapi saya sudah mau balik juga,1
knp lu ga ke kafe nya aja duluan,0
kenapa kamu tidak pergi ke kafe aja dulu,1
lu inget jalan kl gw nganter lu ke halte kan,0
kamu ingat jalan jika saya mengantarkan kamu ke halte,1
kan lu keluar dr gang gw nih,0
kan kamu keluar dari gang saya,1
terus ada pertigaan ke kiri kan,0
terus terdapat pertigaan ke kiri,1
udah diconfirm oleh busugi bahwa air keran di lab adl air sadah,0
sudah dikonfirmasi bahwa air keran di laboratorium aalah air sadah,1
bs ga si kita jadiin itu faktor yg mempengaruhi percobaan kita ,0
apakah kita bisa menjadikan itu sebagai faktor yang memengaruhi percobaan kita,1
lain kali kl disuruh pake akuades ngambilnya dr air keran,0
lain kali jika disuruh menggunakan akuades ambillah dari air keran,1
katanya si yang penting dasarnya kan air sebagai pelarut,0
menurutnya yang penting air digunakan sebagai pelarut,1
jd mnurut gue ga ngaru,0
jadi menurut saya tidak akan berpengaruh,1
kecuali untuk kaaya tes ph mungkin itu bru ngaru,0
kecuali untuk semisal tes ph mungkin hal tersebut baru akan berpengaruh,1
klo buat pelarut i think si its ok,0
jika hanya untuk pelarut saya rasa tidak apa apa,1
benci bgt ama itu lagu,0
benci sekali dengan lagu itu,1
dia ubah tuh lirik,0
dia mengubahnya menjadi lirik,1
anak tetangga gw ampe kecanduan mesti gua slepet baru setop,0
anak tetangga saya sampai kecanduan dan harus saya tegur baru berhenti,1
lu suruh dia liat tuh video kyknya bakal bingung,0
kamu suruh dia lihat video itu sepertinya dia akan bingung,1
mnrt lu sistem penilaian osn susah ga,0
menurutmu apakah sistem penilaian osn sulit,1
gw gmw mepet kerjain perlindungan katodik,0
saya tidak mau terjepit mengerjakan perlindungan katodik,1
gua tau itu materi susa,0
saya tahu itu materi yang sulit,1
mending kita tuker tugas,0
lebih baik kita bertukar tugas,1
gw mulai eneg sama kerjaan engko gw,0
saya mulai kesal dengan pekerjaan kakak saya,1
dia lg kerjain akuntansi engkonya,0
dia sedang mengerjakan akuntansi kakaknya,1
gw anak akt yg ditolak,0
saya anak akuntansi yang ditolak,1
aku cinta yg ditolak gt,0
aku cinta yang ditolak begitu,1
klo ez knp lu shit,0
jika mudah kenapa kamu payah,1
gw ga ngomongin oktet duplet,0
saya tidak membicarakan oktet dan duplet,1
tp kov nya gimana geometrinya,0
tapi bagaimana geometri dalam ikatan kovalennya,1
tau drmn polar nonpolar coba,0
darimana dia diketahui polar atau nonpolar,1
gmn cr tau nonpolar polar,0
bagaimana cara mengetahui nonpolar atau polar,1
gmn bs nonpolar,0
bagaimana bisa dia nonpolar,1
emg itu simetris,0
memangnya bentuknya simetris,1
gw pengen debat waktu ibu bilang itu nonpolar,0
saya ingin berdebat waktu ibu berkata itu nonpolar,1
nonpolar karena pasangan elektron bebasnya ga ada,0
nonpolar karena tidak memiliki pasangan elektron bebas,1
gua lupa patokan polar nonpolar,0
saya lupa acuan polar nonpolar,1
gua brkli hapalin brkli jiga gw lupa,0
berkali kali saya menghafalkan berkali kali juga saya lupa,1
eh gw debat sm bokap,0
saya berdebat dengan ayah saya,1
gara kelas gw td bahas intan,0
karena kelas saya tadi membahas intan,1
hp kt bs d gerakin sm ssuatu yg bersifat logam,0
ponsel kita bisa digerakkan oleh sesuatu yang bersifat logam,1
jd kesimpulannya tgn kt ad logamnya,0
jadi kesimpulannya adalah tangan kita mengandung logam,1
dan d hp ad magnetnya yg d alirin sm listrik dr batre,0
dan di dalam ponsel terdapat magnet yang dialiri listrik dari baterai,1
iyap urusan gw baru kelar disini,0
urusan saya baru selesai disini,1
gua aja gangerti apa apa,0
saya saja tidak mengerti apa apa,1
ini dery yg read ya,0
ini derry yang baca ya,1
gua bgg itu per month brp,0
saya bingung itu per bulan berapa,1
ko lu bs dpt,0
kenapa kamu bisa mendapatkannya,1
anda jgn meremehkan jaringan informasi saya,0
anda jangan meremehkan jaringan informasi saya,1
pdhl dia ada peluang masuk,0
padahal dia memiliki peluang masuk,1
dan dia lebih prefer ke kimia gua kira wkwkw drpd bio,0
dan dia lebih memiliki kecenderungan ke kimia daripada ke biologi menurut saya,1
biotek lebih konsen ke bio kan,0
bukankah bioteknologi lebih berfokus ke biologi,1
ya dia milih inter gk salah ya,0
ya dia tidak salah memilih internasional,1
tanggung kenapa ga tacu ke abroad aja klo kek gt,0
kalau begitu kenapa tidak kuliah ke luar negeri saja,1
gw rasa karena dia gk biasa sama environment luar negeri,0
saya rasa karena dia tidak terbiasa dengan lingkungan luar negeri,1
apalagi metode belajar org sana dibanding kita kita kebanting jauh,0
apalagi metode belajar orang luar negeri dengan kita sangat jauh berbeda,1
lu kegiles kami berdua jadi fosil cuk,0
kalau kamu tergilas kami berdua sudah jadi fosil,1
gua kan kenyang ciduk derry ke gramed matraman cari buku ,0
saya kan sudah sering menculik derry ke gramedia matraman mencari buku,1
selalu kl dia lg di kasir w sempetin baca buku bio tebel yg disusun sedemikian rupa sehingga membentuk ensiklopedia berseri ,0
ketika dia di kasir saya selalu menyempatkan diri untuk membaca buku biologi tebal yang tersusun membentuk ensiklopedia berseri,1
ada kelompok mulai dr jilid edisi sampe volume dan doi ada yg ver terjemahan ada yg ing ,0
dikelompokkan berdasarkan jilid edisi hingga volume dan buku tersebut dicetak dalam versi inggris dan versi terjemahan,1
gw baca yg ing pingsan sumpah,0
saya membaca yang inggris ingin pingsan,1
sampe itu buku lokasinya gw geser,0
sampai lokasi buku tersebut saya pindahkan,1
karena jatuh cinta sama buku yg ver terjemahan,0
karena saya jatuh cinta pada buku versi terjemahannya,1
pernah kepikiran nyari pasangan hidup bule,0
pernah terpikir mencari pasangan hidup bule,1
tapi gua urungkan niat berhubung bahasa gua blepotan,0
tapi saya mengurungkan niat berhubung saya tidak pandai berkomunikasi,1
mending temen gua buruan putus kl gt,0
lebih baik teman saya cepat putus kalau begitu,1
setau gw waktu dijelasin gua ketawa,0
seingat saya ketika dijelaskan saya tertawa,1
trus gua berfikir cowo asia kasian jg,0
lalu saya berpikir kasihan juga laki laki asia,1
cew asia sm cow bule noprob,0
perempuan asia dengan laki laki bule tidak masalah,1
trus jason promosi diri sendiri,0
lalu jason mempromosikan diri sendiri,1
ketauilah klo anda udh punya pengalaman dan saya tidak,0
ketahuilah bahwa anda punya pengalaman dan saya tidak,1
katakan sdh brp bulan derry,0
katakan sudah berapa bulan derry,1
ga kebayang pny anak blasterann,0
saya tidak bisa membayangkan punya anak blasteran,1
blasteran lbh rawan mutasi wei,0
blasteran lebih rawan terhadap mutasi,1
itu pas bahas apa ya,0
apa yang dibahas pada saat itu,1
ya gw tanya kyk gitu gk salah dong,0
apakah saya salah dengan bertanya begitu,1
mata sebela ijo sebela biru,0
sebelah matanya hijau dan sebelahnya lagi biru,1
ampe kyk gitu anak lu gw merasa gk kenal klo ketemu dijalan,0
jika anakmu begitu saya tidak akan kenal jika bertemu di jalan,1
dia mau memotivasi diri supaya jd kurus,0
dia ingin memotivasi diri sendiri supaya kurus,1
olahraga yg baik utk manusia,0
olahraga yang baik untuk manusia,1
olahraga yg baik antara jiwa dan raaga,0
olahraga yang baik antara jiwa dan raga,1
untung gua ultah jatoh selasa,0
untung ulang tahunku jatuh pada hari selasa,1
senin gw set up patogen,0
senin saya siapkan patogen,1
pdhl gua ga blg gt,0
padahal saya tidak bilang begitu,1
balik badan rapiin rambut,0
balik badan dan merapikan rambut,1
anjir untung disini gapernah main,0
untung disini tidak pernah main,1
kl ga gw mute hp gw,0
jika tidak ponsel saya sudah saya mute,1
khusus lu dare doang le pilihannya,0
khusus kamu pilihan yang tersedia hanya dare,1
karena truth udh pasti gw yg ambil semua,0
karena truth sudah pasti saya ambil semua,1
klo gw gk suka gw udh bunuh,0
kalau tidak suka sudah saya bunuh,1
dendam gw dibuat malu pas mos sma,0
dendam dipermalukam ketika mos sma,1
mat kacang jason mat kacang,0
matematika gampang jason matematika gampang,1
karna gua berpikir dia itu ga ada resp sama skli,0
karena saya berpikir dia tidak akan merespon sama sekali,1
dan dia bnrbnr gbisa express himself,0
dan dia benar benar tidak bisa mengekspresikan diri sendiri,1
dia mah gk tau klo info kyk gini,0
dia tidak tahu informasi seperti ini,1
gw mah cuma memperhatikan udh tau,0
saya cukup memperhatikan sudah langsung tahu,1
adek gw yg itu emg ga beres,0
adik saya yang itu memang tidak beres,1
mama rio kita akan bertemu di kertas remed,0
ibu rio kita akan bertemu di kertas remedial,1
mama rio kita ketemu dipanggung ya,0
ibu rio kita bertemu di panggung,1
derry pasti geli liat drama gua sm vri,0
derry pasti geli melihat drama saya dan vri,1
eh lu pd bel mand g,0
kalian belajar mandarin tidak,1
padahal vri mungkin aja menerima anda dgn senang hati,0
padahal vri mungkin saja menerima anda dengan senang hati,1
jgn anda menyebut mand di sini,0
jangan sebut sebut mandarin di sini,1
gw lgi di wc ngakak sama jason,0
saya sedang di wc tertawa puas bersama jason,1
ada yg ga punya urat malu,0
ada yang tidak punya urat malu,1
macam legitimasi tau ga si perkataan gua,0
perkataan saya sudah seperti legitimasi,1
trs gw rasa bu sugi nyentil gw,0
lalu saya merasa ibu sugi menyentil saya,1
trs td gw liatin kls lu,0
kemudian tadi saya memerhatikan kelasmu,1
busugi ad bbrp kali liat gw pelototin slide kyk maniak,0
ibu sugi sempat beberapa kali melihat saya memelototi slide seperti maniak,1
mngkin dia tau gw gatel mau nanya,0
mungkin dia tahu saya sangat ingin bertanya,1
pengen teriak persamaan reaksinya salah,0
ingin berteriak bahwa persamaan reaksinya salah,1
itu based on my experienced biasanya,0
itu berdasarkan pengalaman saya biasanya,1
jadi macam soal aplikasi,0
jadi seperti soal aplikasi,1
aku tak suka melihat angka yg tak habis dibagi,0
aku tidak suka melihat angka yang tidak habis dibagi,1
pdhl keingintahuan saya tentang kaca blm terpuaskan,0
padahal keingintahuan saya mengenai kaca belum terpuaskan,1
knp kaca tergolong zat cair dalam bentuk padat,0
mengapa kaca tergolong zat cair dalam bentuk padat,1
knp kaca tahan terhadap hampir semua jenis senyawa kimia,0
mengapa kaca tahan terhadap sebagian besar senyawa kimia,1
kenapa kaca tahan korosi dan sifat kaustik dari asam basa kuat ,0
mengapa kaca tahan korosi dan sifat kaustik asam dan basa kuat,1
kenapa kaca bisa mengisolasi gas ,0
mengapa kaca dapat mengisolasi gas,1
kenapa kaca itu inert ,0
mengapa kaca bersifat inert,1
kenapa kaca bisa dibuat berwarna,0
mengapa kaca dapat dibuat berwarna,1
kenapa kaca bisa dibuat dgn kadar kekuatan yg berbeda dr satu bahan yg sama,0
mengapa kaca bisa dibuat dengan kadar kekuatan yang berbeda dari satu bahan yang sama,1
kenapa kaca cermin memberi perlakuan yg berbeda thd cahaya,0
mengapa kaca cermin memberikan perlakuan yang berbeda terhadap cahaya,1
kenapa kaca mempunyai warna hijau alami,0
mengapa mempunyai warna hijau alami,1
mungkin gua bisa jawab bbrp,0
mungkin saya mampu menjawab beberapa,1
kca zat cair yang padat pd suhu kamar,0
kaca adalah zat cair yang padat pada suhu kamar,1
trus bubuk kuarsa vietnam itu ijo kalo indo putih,0
kemudian bubuk kuarsa vietnam berwarna hijau sedangkan indonesia putih,1
jd papan kaca kelas itu kuarsa nya impor,0
jadi papan kaca kelas memiliki bahan dasar kuarsa impor,1
kalo cermin blkgnya ada lapisan alumunium jd entah,0
untuk cermin bagian belakangnya memiliki lapisan aluminium jadi saya tidak tahu,1
eh mand gw blm bs,0
saya belum bisa mandarin,1
jdi takut gabisa ikutin cara bljr kulia,0
saya jadi takut tidak mampu mengikuti cara belajar kuliah,1
lu mau terbangin gua ke bali,0
kamu mau menerbangkan saya ke bali,1
oh brrt impos ke bali,0
oh berarti mustahil ke bali,1
jd target lu apa jason,0
jadi apa targetmu jason,1
mekanisme sbmptn itu gimana si,0
bagaimana mekanisme sbmptn,1
gua juga masi simpang siur,0
saya pun masih kurang yakin,1
ada yg nulis bahwa dia waktu tes sbmptn daftar ke prodi yg berbeda,0
ada ysng menulis bahwa waktu dia tes sbmptn dia mendaftar ke prodi yang berbeda,1
jd ada maksimal tiga jurusan yg lu pilih,0
jadi maksimal kamu memilih tiga jurusan,1
kl ga tembus satu ya jurusan yg lain,0
jika jurusan satu tidak lolos coba jurusan yang lain,1
cb aja liat skema kuliahnya,0
lihat saja skema kuliahnya,1
gua takut ga passion murni gitu,0
saya takut itu bukan bidang passion saya,1
krn gw benci baju formal,0
karena saya benci baju formal,1
trs ade gw nanya begini,0
lalu adik saya bertanya begini,1
ada bahan kimia yg mencegah itu,0
ada bahan kimia untuk mencegah itu,1
kenapa kt gabole telen permen karet,0
mengapa kita tidak boleh menelan permen karet,1
gua bredol stgh kotak permen ksret,0
saya menelan setengah kotak permen karet,1
tp gw g mati tu,0
tapi saya tidak mati,1
lupa gw dia blg apa,0
saya lupa dia bilang apa,1
trs gw diajak debat soal bahan pemanis,0
kemudian saya diajak berdebat tentang bahan pemanis,1
kenapa gula alami kek gt gbs dipake dlm industri makanan olahan,0
mengapa gula alami seperti itu tidak bisa digunakan dalam industri makanan olahan,1
kan industri butuh pemanis dlm jumla besar,0
karena industri butuh pemanis dalam jumlah besar,1
ada urusan sm saraf nnt gmn coba,0
jika ada urusan dengan saraf lalu bagaimana,1
knp catt bio lu ga dilem aja semua jd satu,0
kenapa catatan biologimu tidak dilem saja semua jadi satu,1
org yg un bio pd nguber cat gw,0
orang orang yang un biologi mencari cari catatan saya,1
lu jg gapake cttnnny kan,0
kamu juga tidak menggunakan catatannya kan,1
trus akhirnua posisinya gua yg sala,0
dan akhirnya posisinya saya yang salah,1
karna marahin yg bkin buku gua kenapa,0
karena memarahi yang membuat buku saya kenapa kenapa,1
gua ga kebayang itu gmn kalo terjadi,0
saya tidak bisa membayangkan kalau itu terjadi,1
alasan bku smp dr kls gaad yg gw buang,0
alasan buku dari smp tidak ada yang saya buang,1
gua tau lu ga butuh,0
saya tahu kamu tidak butuh,1
tp w ga percaya org ni bs jaga bku gua dg baik,0
tapi saya tidak percaya orang ini bisa menjaga buku saya dengan baik,1
untuk kasta tinggi mah kimia ato bio,0
kimia atau biologi itu untuk kasta tinggi,1
tp busugi sama gw mala dia blg jangan,0
tapi ibu sugi selalu berkata pada saya jangan,1
sukses mencegah tnp melarang,0
sukses mencegah tanpa memberi larangan,1
eh gw mw bbo ah,0
saya mau tidur,1
gw byk kerjaan hr ni,0
saya banyak kerjaan hari ini,1
notasinya atom dikasi garis atas,0
notasinya adalah atom dengan garis atas,1
buat gw materi ini lbh menarik dr radioaktivitas,0
bagi saya materi ini lebih menarik daripada radioaktivitas,1
sayangnya kim kita ga diajarin itu,0
sayangnya kita tidak diajari itu dalam kimia,1
my brain sama your brain beda level la,0
otakku dan otakmu beda level,1